time_msec,tvd_hmm_timestep_1,tvd_hmm_timestep_2,tvd_hmm_timestep_3,tvd_hmm_timestep_4,tvd_hmm_timestep_5,tvd_hmm_timestep_6,tvd_hmm_timestep_7,tvd_hmm_timestep_8,tvd_hmm_timestep_9,tvd_hmm_timestep_10,tvd_hmm_timestep_11,tvd_hmm_timestep_12,tvd_hmm_timestep_13,tvd_hmm_timestep_14,tvd_hmm_timestep_15,tvd_hmm_timestep_16,tvd_hmm_timestep_17,tvd_hmm_timestep_18,tvd_hmm_timestep_19,tvd_hmm_timestep_20,mean_tvd,variance_tvd
117.444038,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
113.760948,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
117.270947,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
126.623154,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
144.101143,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
160.174131,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
189.919949,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
211.346149,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
243.07394,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
289.649963,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
351.791143,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
465.191841,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
527.006149,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
675.687075,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
831.945181,1.600000,0.838316,0.225047,0.037556,0.012881,0.023922,0.013182,0.052442,0.022525,0.050461,0.035114,0.021108,0.029269,0.012401,0.116585,0.089144,0.111913,0.051132,0.046781,0.044458,0.171712,0.13876894
