1,0,0,0,0
0.112809148,0.752717036,0.134473816,0,0
0.00317542,0.034865037,0.837224069,0.110733778,0.014001696
0.004693437,0.004584395,0.1200948,0.144261127,0.726366241
0.119500534,0.041244252,0.008241435,0.035750153,0.795263626
0.684607699,0.151517642,0.033403961,0.018330183,0.112140515
0.109597964,0.480893286,0.280132093,0.064420886,0.06495577
0.065186797,0.401069226,0.110539353,0.06486809,0.358336534
0.028664143,0.699619091,0.109896758,0.13474607,0.027073938
0.010294305,0.102091819,0.11002734,0.761263645,0.01632289
0.106671515,0.006779434,0.009033973,0.751579763,0.125935315
0.787750458,0.033343101,0.007848604,0.041442547,0.12961529
0.13124567,0.744065332,0.070170825,0.016864823,0.037653351
0.046347729,0.567514651,0.111527671,0.232243809,0.042366141
0.225255836,0.181743541,0.203408654,0.307877447,0.081714522
0.239364938,0.202351937,0.057624408,0.297890753,0.202767964
0.239579829,0.515082411,0.102402753,0.08725375,0.055681256
0.026657056,0.0344331,0.720097436,0.130808954,0.088003453
0.043516394,0.0175655,0.049705872,0.133667507,0.755544727
0.699546471,0.105737807,0.02786334,0.039132229,0.127720153
