1,0,0,0,0
0.125,0.75,0.125,0,0
0.015625,0.109375,0.75,0.109375,0.015625
0.019067797,0.019067797,0.118644068,0.131355932,0.711864407
0.110417797,0.096039067,0.020075963,0.034454693,0.73901248
0.714787187,0.127431622,0.030532397,0.020293989,0.106954805
0.108707762,0.735236081,0.112673131,0.023013303,0.020369723
0.04023267,0.228637399,0.253054476,0.230385668,0.247689787
0.092840186,0.555162201,0.093487965,0.127548477,0.130961171
0.051060919,0.113205105,0.107759204,0.676819714,0.051155059
0.104025104,0.028765306,0.036323692,0.719289838,0.11159606
0.730917428,0.031843732,0.022035688,0.102205123,0.112998029
0.12822154,0.712115523,0.106358389,0.021153118,0.03215143
0.024655689,0.711031833,0.128584428,0.114041914,0.021686137
0.253109683,0.199208273,0.227325205,0.250836025,0.069520813
0.089788666,0.081705218,0.106412931,0.63634164,0.085751545
0.189416432,0.360100509,0.064837165,0.192350932,0.193294962
0.094710814,0.1223386,0.607092217,0.101665339,0.074193031
0.039129263,0.042118995,0.119185984,0.120191735,0.679374023
0.699546471,0.105737807,0.02786334,0.039132229,0.127720153
