-0.801063139,4.082293654,2.229182884,-5.6914975,-3.767889242
-1.269503883,3.178160768,3.157308996,-4.219963117,-3.211362928
-1.344295932,2.84041409,2.308475419,-5.038423628,-2.997947878
-0.454186233,2.310064937,2.73065894,-3.477327572,-4.253732668
0.281103067,2.609595819,2.757197361,-2.806989727,-3.02376662
0.266713442,3.296516918,2.797694387,-5.006814118,-3.613254056
-1.126052774,1.857963873,1.670273629,-4.439248962,-3.298335221
-0.815685739,1.345569616,1.416878654,-3.579956896,-3.221693737
-0.948648164,2.903234487,2.344620423,-5.862202794,-3.307468534
-0.379489172,2.798719058,1.903933472,-4.328687345,-4.58799394
-0.194929173,3.927936074,1.530117339,-4.265952202,-3.591185158
-0.754703967,3.049962647,2.089409714,-4.519139386,-3.397605415
-0.751478515,3.311350021,3.155164159,-4.308378413,-3.617728521
-0.913492714,3.900321255,2.966217579,-3.012920746,-3.402765383
-0.936746604,3.948764665,2.279946226,-3.19776529,-4.168784748
0.351955459,2.693126742,2.404999178,-4.316794846,-2.31210543
-0.642648602,3.432262767,1.096852975,-3.979805327,-3.630964411
-0.460973452,2.678879959,1.977081147,-4.684537355,-3.656690575
-0.306909803,3.238545171,2.453203632,-2.876835718,-2.874533742
-1.257285339,2.003042075,2.227211264,-5.090260981,-3.098151385
-0.983199126,1.406184049,2.786049202,-3.032328621,-3.129289755
-1.096069741,2.994011157,3.897592793,-3.011009216,-3.183983784
-0.618909297,4.371937679,3.942246429,-4.397124933,-2.22479407
-0.817829948,2.44382951,2.327101832,-3.26023368,-3.268229686
-0.846122124,3.028934177,2.073455205,-3.68750935,-3.157827337
-0.287090856,2.328782164,1.493958218,-4.079594955,-3.460532028
-1.073568721,2.22090603,2.117575277,-4.23884566,-3.329238162
-1.536317745,1.191334065,3.48990898,-2.523797207,-3.507588647
-1.100819895,3.05674347,2.771036324,-3.140705322,-3.281653319
-0.38715651,2.146599768,2.717329787,-3.654900378,-4.75467299
-1.884836391,3.128518733,1.203560639,-4.263571217,-3.90842446
-0.881623559,2.599641027,2.255076235,-4.984700511,-3.461525722
-0.971983833,3.513246829,1.838194276,-3.805345267,-3.821290577
-0.36236811,3.471714028,1.931402407,-4.046461414,-3.457898597
-0.594554723,3.289220156,2.650581356,-4.264338078,-3.130264052
-0.651138188,2.239656046,2.342112201,-3.092707087,-3.220826421
-0.350472968,2.936964478,2.42886384,-3.768960443,-3.789487292
-0.901337002,2.880608932,2.064043391,-2.324452955,-3.298502407
-0.253651437,3.589762288,1.22058274,-2.323208487,-3.579183487
-0.190060745,3.426909583,0.900256977,-3.09280935,-5.050623397
-0.669560463,3.701572032,2.159501762,-5.212324238,-3.543200558
-1.339077399,2.341330461,2.373400214,-5.013353109,-3.590898554
-0.304789242,2.720685695,2.413980896,-3.598853143,-3.235835709
-0.757709365,4.013169564,2.621418362,-3.973174043,-3.212937766
-1.139978232,3.032201534,1.500552809,-4.242511399,-2.371588688
-0.798282178,3.41531486,2.256239911,-2.767783539,-3.684313911
-0.935624162,3.233811417,2.624286421,-4.999799156,-3.046102562
-0.611812767,3.109905732,3.439783905,-3.516469386,-2.569915799
-0.725193896,3.457446981,3.017071922,-4.188091859,-3.982632368
0.234661959,2.460341557,3.409777018,-2.025077597,-3.235890463
